review_id,event_id,text,sentiment
29b5765f-9dc2-41a7-9791-143839ea5a59,EVT005,The research topics planned for next symposium look more innovative than last year's.,positive
1038e6d1-26fe-4853-aaf3-5846c7c42ae6,EVT001,Really excited about next conference's startup pitch competition. Last year's demos were great.,positive
8acc6332-7dc5-4e94-8158-65f43b5325a4,EVT002,Yesterday's career fair lacked entry-level positions. Hope next semester offers more opportunities.,negative
e81f1499-a4b6-43d4-8678-13d0ae475101,EVT003,The upcoming alumni panel's expertise aligns perfectly with current industry trends. Better than previous speakers.,positive
d36f79be-6fa7-491d-94e8-73949c02b58b,EVT004,Today's orientation feedback will help prevent last semester's mistakes from repeating.,negative
d459d64e-a4bd-4a1c-8869-c6f6a89eecf5,EVT005,Last symposium's collaborative sessions were productive. Looking forward to next month's expanded format.,positive
b4336185-6f43-4646-948f-a58bb51ed5d6,EVT001,The conference's shift to smaller workshop groups next month looks promising. Previous large sessions were chaotic.,positive
818cc72b-a024-41a0-8bfa-6ad8fb82a7d1,EVT002,Not impressed with the companies listed for next career fair. Last semester had better opportunities.,negative
6dd861ec-8dd3-4b43-a449-0e2116efc7c8,EVT003,Yesterday's alumni connections were valuable. Excited about next month's industry-specific networking.,positive
12c580ed-f753-4bd0-b427-e7fdedbf5228,EVT004,The orientation improvements tested today show promise for next semester's program.,positive
f5a09365-da8c-4351-ac71-5c8f86d72366,EVT005,The upcoming symposium's research themes look groundbreaking. Last year was too conventional.,positive
7d5b308a-c720-44bb-a98a-506d4b93cee3,EVT001,Skeptical about next conference's virtual networking. The in-person connections last time were more meaningful.,negative
9d4cc11d-c8be-4c4c-bb4d-5c02b1e91a8b,EVT002,The career workshops planned for next month look more practical than yesterday's general sessions.,positive
b0b5bc10-e357-4e55-bf54-ef50cee4678e,EVT003,Last night's alumni turnout was poor. Next month's confirmed list looks more promising.,negative
f3af0761-60cd-48e2-913d-d5d8a438609a,EVT004,Today's orientation format worked well. Looking forward to implementing it next semester.,positive
e3257edd-3c2d-4482-a789-9c4759f2a7ef,EVT005,Not excited about next symposium's theoretical focus. Last year's applied research was more relevant.,negative
dfcfc619-3d95-403f-8138-f7dc07352f97,EVT001,The upcoming tech demos look revolutionary. Much better than last conference's basic showcases.,positive
79237e33-a38a-4943-b46c-61165df68538,EVT002,Yesterday's interview preparations were helpful. Glad they're expanding this for next career fair.,positive
164bb735-a334-4f5f-831b-2c11592cfed6,EVT003,The alumni event format tested today seems promising for next month's larger gathering.,positive
034f6c81-e417-4eb8-845d-d0eaaeb1c360,EVT004,The orientation schedule for next semester looks overwhelming. Today's pace was much better.,negative
698781b5-9f46-4ba3-887e-71bfe9263d3d,EVT005,Last week's research presentations set high standards. Excited about next symposium's submissions.,positive
1cf34bee-2637-4ddd-87b0-0b322a43d48d,EVT001,Last conference's network issues were frustrating. The new venue next month should be better.,negative
85f608f1-f9d7-4b0e-ae51-27c220518fc4,EVT002,Looking forward to the international companies coming next career fair. Better than local-only last time.,positive
99d8d720-9c27-492a-bd58-f98514faf79a,EVT003,Tonight's alumni mentoring was disorganized. Hope next month's event has better structure.,negative
81ed1158-1d16-4e90-a49a-a4b7876a1e27,EVT004,The improvements planned for next orientation address all the issues we faced today.,positive
b491c831-2b90-4255-bf41-db0e5dc7690f,EVT005,The symposium's new focus on sustainability looks interesting. More relevant than last year's topics.,positive
49667211-119f-40b9-9b64-2afd9fa80bfa,EVT001,The AI workshop lineup for next conference looks incredible. Much better than last year's basics.,positive
0596c0bb-1bf8-4432-a8c4-71c9a23234dd,EVT002,After today's poor experience not optimistic about next month's virtual career fair.,negative
8416741b-3908-4f44-9026-70bd73166fc0,EVT003,Yesterday's industry insights were valuable. Next month's alumni panel looks even more experienced.,positive
1f70206f-f08d-4c3f-8fbf-846939d2fae2,EVT004,Today's orientation trial run showed major improvements over last semester.,positive
3fe7d37c-c147-4252-99cb-426f7fcaf419,EVT005,Excited about the collaborative research sessions planned for next symposium. Last year was too isolated.,positive
5b6fa402-8d77-4807-92ee-70b74512d2b0,EVT001,Not happy about next conference's premium pricing. Last year's value wasn't worth even the basic rate.,negative
8709ea5b-f5d7-4879-a2b3-046647cb18a4,EVT002,The career resources planned for next fair look comprehensive. Better than yesterday's limited offerings.,positive
22bf37bf-16f1-401a-a081-b75b3b9b834b,EVT003,The upcoming alumni event's focus on entrepreneurship looks promising. Previous ones were too corporate.,positive
e493f705-d6f0-4dbf-b4d0-27aa9d37fad1,EVT004,The orientation team learned from today's feedback. Next semester's program will be better.,positive
5ab10cee-942e-4271-bde3-16f04be0ea56,EVT005,Last symposium's research quality was outstanding. Looking forward to next month's presentations.,positive
19df5ada-9b4b-4f40-a26a-846613c151c7,EVT001,The extended workshop sessions planned for next conference look better than last year's rushed format.,positive
1ede1b26-dd73-4418-ac11-3476edf7a15e,EVT002,Worried about next career fair's online platform. Today's test run revealed many issues.,negative
9c72d88c-e647-4a1e-bf53-69c5537f99bb,EVT003,Yesterday's alumni networking exceeded expectations. Next month's lineup looks equally impressive.,positive
bae47667-11fd-400f-bcfc-f52136c1e429,EVT004,The new orientation schedule tested today seems more balanced than previous versions.,positive
a9f03a75-6006-4c6b-9e27-52b13edcbe00,EVT005,Not confident about next symposium's broad scope. Last year's focused approach worked better.,negative
677e97ef-216c-4b95-9f91-2cfc7297631c,EVT001,Looking forward to the cybersecurity track next month. Much more relevant than last conference's topics.,positive
da900197-da88-47f2-ad81-ce8d526b8557,EVT002,Yesterday's career panels were informative. Excited about next semester's expanded industry representation.,positive
d67232a5-d205-44ec-b6b0-5abd08ea2a03,EVT003,Tonight's alumni turnout was disappointing. Next month's RSVP list looks more promising.,negative
d26fe425-1cc1-4ec4-8a74-f2729843e1d4,EVT004,Today's orientation format needs work. Hopefully they'll improve it before next semester.,negative
f0813876-ff37-48ed-a91e-c0b9be04b825,EVT005,The research collaboration opportunities planned for next symposium look exciting. Better than last time.,positive
e84021a3-246a-4ed4-a6a5-14baa89f0924,EVT001,Skeptical about next conference's hybrid format. The fully in-person experience worked better last year.,negative
7e27d96b-5899-4b6d-bb35-5208d204f063,EVT002,The career counseling additions planned for next fair look valuable. Yesterday's sessions were too basic.,positive
0810dfd4-b82e-4474-a11d-9a3a566f8d9c,EVT003,Last night's networking was productive. Looking forward to next month's expanded alumni panels.,positive
dfc714ea-0cae-4356-bd9a-a4ce22fc1329,EVT004,The orientation improvements tested today make me optimistic about next semester.,positive
a5a408bf-af7c-4d58-b043-6cb1cd13dd61,EVT005,Really excited about next symposium's keynote speakers. Much better selection than last year.,positive
b2998dec-8fd1-4717-a374-82b649d850d9,EVT001,The hands-on IoT workshops planned for next conference look more practical than last year's demos.,positive
461f6840-9eaf-4171-b4a7-80637c312249,EVT002,Not impressed with the companies confirmed for next career fair. Previous semester had better options.,negative
3ebd4bbf-2aa4-4338-9539-ca6021a64524,EVT003,Yesterday's alumni mentoring was fantastic. Next month's industry expertise looks even more relevant.,positive
8e118038-1759-49a6-9b89-190f6eb51f9e,EVT004,Today's orientation feedback will help prevent last semester's issues from recurring.,negative
c87b738e-000f-4a72-a60d-76228a685e5f,EVT005,The upcoming symposium's focus on emerging tech looks fascinating. Last year was too traditional.,positive
7af7406d-6198-46a9-9c42-ec7d1c39ed79,EVT001,Last conference's poor venue choice makes me worried about next month's location.,negative
228ffd9b-8793-4443-ab57-d404832080f0,EVT002,Looking forward to the improved job matching system next career fair. Today's manual process was tedious.,positive
98016b7f-ba7a-4f42-8e60-0cdb78b90dae,EVT003,Tonight's alumni insights were valuable. Next month's speaker lineup looks even more impressive.,positive
46b1a70d-5927-4267-bb8a-62cd7ecd9497,EVT004,The orientation schedule for next semester addresses all the problems we faced today.,positive
867e59c9-d04c-46fb-99af-a7d16a461ee9,EVT005,Last week's research quality was disappointing. Hope next symposium maintains higher standards.,negative
